"id_vaga","titulo_vaga","modalidade_vaga","nome","codigo_candidato","situacao_candidato","data_candidatura","ultima_atualizacao","comentario","recrutador"
"8862","Assistente Administrativo / Controlador de Acesso","","Dra. Ágatha da Costa","34842","Inscrito","01-04-2022","","","Caroline Machado"
"8863","4734651 - Data Engineer - Business Intelligence","","Cauê Silva","34047","Contratado pela Decision","20-04-2022","20-04-2022","","Sra. Joana Sousa"
"8864","4710633 - Programador ABAP - SR III","","Rafael Porto","16631","Contratado pela Decision","31-03-2022","20-04-2022","","Sra. Joana Sousa"
"8865","4707958 - DBA Oracle","","Dr. Liam Castro","15964","Contratado pela Decision","31-03-2022","20-04-2022","","Sra. Joana Sousa"
"8866","4544204 - Programador ABAP","","Aylla Araújo","26469","Contratado pela Decision","31-03-2022","20-04-2022","","Sra. Joana Sousa"
"8867","SAP ABAP Pleno - CF22812","","Danilo Nascimento","12386","Encaminhado ao Requisitante","30-03-2022","30-03-2022","","Srta. Bella Ferreira"
"8868","Scrum Master - 223/2022","","Sr. Yago Mendonça","35697","Encaminhado ao Requisitante","28-04-2022","28-04-2022","","Emanuelly Vieira"
"8868","Scrum Master - 223/2022","","Srta. Hellena Novaes","35694","Encaminhado ao Requisitante","28-04-2022","28-04-2022","","Emanuelly Vieira"
"8868","Scrum Master - 223/2022","","Srta. Jade Ribeiro","35181","Não Aprovado pelo Cliente","06-04-2022","28-04-2022","Perfil não se encaixa 100% na vaga","Emanuelly Vieira"
"8868","Scrum Master - 223/2022","","Cauê Pacheco","35131","Prospect","05-04-2022","05-04-2022","","Emanuelly Vieira"
"8868","Scrum Master - 223/2022","","Sra. Alana Pinto","35130","Em avaliação pelo RH","05-04-2022","06-04-2022","","Emanuelly Vieira"
"8868","Scrum Master - 223/2022","","Davi Lucas Leão","35129","Não Aprovado pelo Requisitante","05-04-2022","28-04-2022","Não está 100% no perfil retorno do cliente","Emanuelly Vieira"
"8868","Scrum Master - 223/2022","","Yasmin Vieira","30383","Não Aprovado pelo Cliente","31-03-2022","28-04-2022","Valor acima do que o cliente pode pagar","Emanuelly Vieira"
"8868","Scrum Master - 223/2022","","Heitor Teixeira","27356","Prospect","28-04-2022","28-04-2022","","Emanuelly Vieira"
"8869","SAP Cloud Conector - Integração (CPI/BTP) - 224/2022","","Dr. Bento Sales","32478","Encaminhado ao Requisitante","31-03-2022","31-03-2022","","Emanuelly Vieira"
"8870","SAP PM/CS - 225/2022","","Ian Caldeira","32190","Encaminhado ao Requisitante","01-04-2022","04-04-2022","","Emanuelly Vieira"
"8870","SAP PM/CS - 225/2022","","Anthony Gabriel da Cruz","18864","Encaminhado ao Requisitante","30-03-2022","31-03-2022","","Emanuelly Vieira"
"8870","SAP PM/CS - 225/2022","","Vinicius Rios","17608","Prospect","31-03-2022","31-03-2022","","Emanuelly Vieira"
"8870","SAP PM/CS - 225/2022","","Joaquim Cirino","12959","Encaminhado ao Requisitante","31-03-2022","31-03-2022","","Emanuelly Vieira"
"8872","Sr. Business Analyst","","Dr. Rhavi Azevedo","27997","Inscrito","04-04-2022","","","Caroline Machado"
"8873","Sr. Developer (ICD/ICM) - Java","","Sra. Laura Sá","12930","Desistiu","08-04-2022","18-04-2022","Confirmou a entrevista e na hora marcada não compareceu , mandou msg declinando .","Mariane Moreira"
"8873","Sr. Developer (ICD/ICM) - Java","","Dr. Murilo Cavalcanti","12780","Prospect","04-04-2022","04-04-2022","","Elisa Barbosa"
"8874","Jr. Developer (ICD/ICM) - Java","","Dr. João Guilherme Moreira","35043","Não Aprovado pelo RH","04-04-2022","04-04-2022","não possui o idioma requerido pela vaga - Inglês avançado","Ana Lívia Moreira"
"8875","Sr. Tester","","Kaique Pereira","35109","Encaminhado ao Requisitante","05-04-2022","06-04-2022","Disponibilidade 2 semanas , pretensao 75h","Mariane Moreira"
"8875","Sr. Tester","","Vicente Brito","16524","Encaminhado ao Requisitante","18-04-2022","18-04-2022","Encaminhado para PJ 65,00/hora - rate 90,00 - Disponível 1 semana","Ana Lívia Moreira"
"8877","Sr. Developer - Oracle/PL-SQL","","Yan Sampaio","28062","Entrevista com Cliente","11-04-2022","14-04-2022","","Mariane Moreira"
"8880","Jr. Developer - Python/PERL","","Dr. Breno Moura","35448","Entrevista com Cliente","18-04-2022","18-04-2022","","Mariane Moreira"
"8880","Jr. Developer - Python/PERL","","Aurora Câmara","35438","Entrevista com Cliente","18-04-2022","19-04-2022","","Mariane Moreira"
"8880","Jr. Developer - Python/PERL","","Henry Alves","35402","Não Aprovado pelo RH","14-04-2022","14-04-2022","Profissional possui 9 meses de experiência com Python e pretensão salarial de R$10.000,00 PJ - Disse que tem conhecimentos acadêmicos em dois cursos que realizou de Matemática e Eng Mecanica (Detalhe: graduações não concluídas). Foi informado que esta tot","Ana Lívia Moreira"
"8880","Jr. Developer - Python/PERL","","Vitor Abreu","35391","Não Aprovado pelo RH","13-04-2022","22-04-2022","Profissional foi aprovado pelo cliente, agendado entrevista - porem projeto foi cancelado.","Ana Lívia Moreira"
"8881","Full Stack Sr. Developer - Java","","Sr. Eduardo Pires","35010","Desistiu","04-04-2022","04-04-2022","Não esta avaliando novas oportunidades .","Mariane Moreira"
"8881","Full Stack Sr. Developer - Java","","Manuella Câmara","32457","Entrevista Técnica","01-04-2022","04-04-2022","","Mariane Moreira"
"8881","Full Stack Sr. Developer - Java","","Lorena Fernandes","30729","Não Aprovado pelo RH","04-04-2022","04-04-2022","Candidato esta como clt na Sonda , sendo assim não podemos absorver ele em outro cliente .","Mariane Moreira"
"8881","Full Stack Sr. Developer - Java","","João Guilherme da Rosa","26694","Não Aprovado pelo RH","04-04-2022","04-04-2022","Nivel de Ingles Basico , pretensão R$100,00 h PJ .","Mariane Moreira"
"8881","Full Stack Sr. Developer - Java","","Isabelly Alves","16074","Entrevista Técnica","01-04-2022","04-04-2022","","Mariane Moreira"
"8882","Full Stack Jr. Developer - Java","","Eloá Pereira","35328","Desistiu da Contratação","11-04-2022","08-06-2022","Julia Dantas informou que a vaga do profissional foi cancelada e que estava de acordo em envolver o profissional em outra oportunidade.","Ana Camargo"
"8882","Full Stack Jr. Developer - Java","","Gabriela Brito","35081","Inscrito","05-04-2022","","","Caroline Machado"
"8882","Full Stack Jr. Developer - Java","","Maria Vitória Duarte","27105","Desistiu","05-04-2022","11-04-2022","Desistiu da Contratação após ser aprovado","Mariane Moreira"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Catarina Vieira","36642","Não Aprovado pelo Cliente","02-06-2022","07-06-2022","Não aprovado pelo gestor","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Maria Fernanda Cunha","36634","Contratado pela Decision","02-06-2022","24-06-2022","","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Sr. Léo Cavalcanti","36448","Desistiu","25-05-2022","01-06-2022","Profissional desistiu pois teve proposta na atual empresa.","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Dra. Lara Carvalho","36409","Desistiu","24-05-2022","02-06-2022","Profissional declinou, pois passou em outro processo seletivo.","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Benjamin Vargas","36297","Desistiu","19-05-2022","24-05-2022","Profissional declinou, pois sua pretensão estava acima do budget doprojeto","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","João Mendonça","36290","Não Aprovado pelo RH","19-05-2022","19-05-2022","Inserido erroneamente nesta vaga.","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","João Azevedo","36282","Contratado pela Decision","19-05-2022","10-06-2022","","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Heloisa Albuquerque","36194","Não Aprovado pelo Cliente","18-05-2022","23-05-2022","Inicialmente profissional foi aprovado pelo gestor do projeto, porem candidato informou que tem preferencia em atuar com projetos que tenham novas tecnologias, focado em migração. Por este motivo, o gestor declinou a aprovação do candidato, pois o projeto","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Dra. Daniela Sá","36142","Desistiu","16-05-2022","18-05-2022","Profissional declinou, pois aceitou outro projeto.","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Erick Cassiano","35763","Não Aprovado pelo Cliente","02-06-2022","07-06-2022","Profissional avaliado muito bem tecnicamente, porem pretensão salarial esta acima do valor disponível para o projeto.","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Sr. Diego Souza","35234","Prospect","24-05-2022","24-05-2022","","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Dra. Maria Luiza Rios","35035","Não Aprovado pelo Cliente","04-04-2022","05-04-2022","Pretensão do profissional acima do budget do projeto.","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Srta. Olivia Alves","34783","Não Aprovado pelo Cliente","31-03-2022","05-04-2022","Pretensão do profissional acima do budget do projeto.","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Sr. Thales Jesus","34327","Prospect","05-04-2022","05-04-2022","","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Pedro Henrique Barros","34227","Desistiu","17-05-2022","19-05-2022","Profissional foi bem avaliada tecnicamente pelo gestor, mas apos agendarmos a segunda etapa do processo seletivo, candidata não retornou mais as ligações, e-mail ou whatsApp. Não justificando o motivo do seu sumiço, sendo assim, desconsideramos a profis","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Sra. Mariah Nogueira","33452","Não Aprovado pelo Cliente","14-04-2022","20-05-2022","Nao aprovado pelo cliente , pois pretensão acima do budget.","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Dr. Ravi Vasconcelos","32869","Prospect","24-05-2022","24-05-2022","","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Sra. Ísis Cunha","32119","Prospect","24-05-2022","24-05-2022","","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Dra. Eloá da Conceição","32111","Prospect","24-05-2022","24-05-2022","","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Lucas da Luz","32108","Prospect","24-05-2022","24-05-2022","","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Arthur Miguel Aragão","32077","Prospect","24-05-2022","24-05-2022","","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Dr. Brayan Alves","32075","Prospect","24-05-2022","24-05-2022","","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Benjamin Aragão","23791","Não Aprovado pelo Cliente","24-05-2022","02-06-2022","Profissional nao aprovado pelo gestor","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Srta. Evelyn Castro","23178","Não Aprovado pelo Cliente","12-04-2022","20-05-2022","Nao aprovado pelo cliente , pois pretensão acima do budget.","Ana Camargo"
"8885","Desenvolvedor C# e .Net. - 227/2022","","Sra. Nina Peixoto","20114","Prospect","31-03-2022","31-03-2022","","Ana Camargo"
"8886","Consultor S/4 HANA CO","","Caroline Borges","35202","Prospect","07-04-2022","07-04-2022","","Yasmin da Rosa"
"8886","Consultor S/4 HANA CO","","Rafael Ferreira","35014","Prospect","04-04-2022","04-04-2022","","Srta. Bella Ferreira"
"8886","Consultor S/4 HANA CO","","Diogo Montenegro","14617","Prospect","04-04-2022","04-04-2022","","Srta. Bella Ferreira"
"8886","Consultor S/4 HANA CO","","Srta. Evelyn Cavalcante","14052","Prospect","04-04-2022","04-04-2022","","Srta. Bella Ferreira"
"8886","Consultor S/4 HANA CO","","Beatriz Porto","14005","Encaminhado ao Requisitante","11-04-2022","11-04-2022","","Srta. Bella Ferreira"
"8886","Consultor S/4 HANA CO","","Mariana Cardoso","13063","Prospect","31-03-2022","31-03-2022","","Srta. Bella Ferreira"
"8886","Consultor S/4 HANA CO","","Dra. Stephany Rezende","5169","Prospect","04-04-2022","04-04-2022","","Srta. Bella Ferreira"
"8886","Consultor S/4 HANA CO","","Laura Casa Grande","412","Prospect","31-03-2022","31-03-2022","","Srta. Bella Ferreira"
"8887","SAP S/4 HANA TM","","Arthur Gabriel Teixeira","35016","Encaminhado ao Requisitante","04-04-2022","04-04-2022","","Yasmin da Rosa"
"8888","4728794 – Consultor SAP FI – HEINEKEN","","Eloah Pinto","11792","Contratado pela Decision","31-03-2022","19-04-2022","","Sra. Joana Sousa"
"8890","4697008 – DBA ORACLE – T-MOBILE","","Ágatha Pacheco","12353","Contratado pela Decision","17-05-2022","03-10-2022","","Sra. Joana Sousa"
"8891","Consultor FI - Pleno - CF22844","","Dra. Laura Camargo","17306","Encaminhado ao Requisitante","04-04-2022","04-04-2022","","Yasmin da Rosa"
"8891","Consultor FI - Pleno - CF22844","","Elisa Marques","10961","Encaminhado ao Requisitante","01-04-2022","01-04-2022","","Yasmin da Rosa"
"8891","Consultor FI - Pleno - CF22844","","Sofia Nogueira","7645","Encaminhado ao Requisitante","04-04-2022","04-04-2022","","Yasmin da Rosa"
"8892","Gerente","Cooperado","Dr. Pedro Henrique Alves","27088","Contratado pela Decision","31-03-2022","07-04-2022","","Natália Cavalcanti"
"8893","Service Desk Analyst Trilingual","","Olívia Pereira","34950","Contratado como Hunting","01-04-2022","18-04-2022","confirmado data de inicio","Ana Lívia Moreira"
"8893","Service Desk Analyst Trilingual","","Pietro Cirino","34945","Encaminhado ao Requisitante","01-04-2022","01-04-2022","","Natália Cavalcanti"
"8893","Service Desk Analyst Trilingual","","Luiz Fernando Aragão","34942","Contratado como Hunting","01-04-2022","17-05-2022","","Natália Cavalcanti"
"8893","Service Desk Analyst Trilingual","","Sophie Ferreira","34912","Encaminhado ao Requisitante","01-04-2022","01-04-2022","","Natália Cavalcanti"
"8893","Service Desk Analyst Trilingual","","Théo Borges","34910","Não Aprovado pelo Requisitante","01-04-2022","07-04-2022","O candidato não tem os requisitos solicitados.","Natália Cavalcanti"
"8895","SAP WM (13028562)","","Maria Helena Vieira","34344","Encaminhado ao Requisitante","07-04-2022","07-04-2022","","Yasmin da Rosa"
"8897","Consultor SAP (13027763)","","Murilo da Rosa","36415","Encaminhado ao Requisitante","11-07-2022","12-07-2022","","Srta. Bella Ferreira"
"8898","SAP FSM - 226/2022","","Sra. Maria Clara da Paz","41260","Prospect","01-04-2022","01-04-2022","","Emanuelly Vieira"
"8901","SAP MM, SD, FI, CO (13028794)","","Srta. Maria Clara Rezende","17745","Encaminhado ao Requisitante","05-04-2022","05-04-2022","","Srta. Bella Ferreira"
"8904","Oracle / BRM (13023560)","","Raquel Costa","33249","Prospect","11-04-2022","11-04-2022","","Laura Pacheco"
"8907","ANGULAR FRONT-END","","Dr. Heitor Azevedo","36038","Encaminhado ao Requisitante","10-05-2022","10-05-2022","Disponibilidade 2 semanas, pretensão 80h","Mariane Moreira"
"8907","ANGULAR FRONT-END","","Renan Cirino","36027","Encaminhado ao Requisitante","10-05-2022","10-05-2022","Disponibilidade 2 semanas , pretensão R$ 96,00 PJ","Mariane Moreira"
"8908","Business Analyst","","Dr. Matteo Pastor","35179","Não Aprovado pelo Cliente","06-04-2022","11-04-2022","Feedback do Cliente: ""Rejeitado. O candidato Tiago Derminio não compareceu à reunião. Esperei 10 minutos e encerrei a ligação. Ele já trabalhou na - Technologies Depois de 2014, ele nunca menciona o levantamento e gerenciamento de requisitos com","Natália Cavalcanti"
"8908","Business Analyst","","Hellena Rodrigues","35176","Encaminhado ao Requisitante","06-04-2022","06-04-2022","encaminhado para - 120,00/hora PJ","Ana Lívia Moreira"
"8908","Business Analyst","","Dra. Giovanna Araújo","35175","Encaminhado ao Requisitante","06-04-2022","07-04-2022","encaminhado para / confidencial - 84,00/hora","Ana Lívia Moreira"
"8908","Business Analyst","","Sra. Maria Eduarda Azevedo","35174","Não Aprovado pelo RH","06-04-2022","06-04-2022","** PROFISSIONAL ATUALMENTE NA TATA **","Ana Lívia Moreira"
"8908","Business Analyst","","Dr. Rhavi Azevedo","27997","Inscrito","04-04-2022","","","Caroline Machado"
"8909","Assistente RH","","Dr. Levi Silva","35433","Contratado pela Decision","18-04-2022","16-05-2022","inicio em carteira hoje / profissional informou que não recebeu notebook","Ana Lívia Moreira"
"8909","Assistente RH","","Lorena da Mata","35091","Não Aprovado pelo Cliente","05-04-2022","14-04-2022","Os currículos enviados não atendem o que nós precisamos. Pedimos que, para próximas triagens, poderia nos enviar candidatos que residam em São Paulo (capital) ou adjacências? Pois, caso precisemos deles presencialmente, precisaria ser viável para eles a l","Ana Lívia Moreira"
"8909","Assistente RH","","Nina Camargo","35037","Não Aprovado pelo Cliente","05-04-2022","14-04-2022","Os currículos enviados não atendem o que nós precisamos. Pedimos que, para próximas triagens, poderia nos enviar candidatos que residam em São Paulo (capital) ou adjacências? Pois, caso precisemos deles presencialmente, precisaria ser viável para eles a l","Ana Lívia Moreira"
"8909","Assistente RH","","Alícia Rios","35020","Não Aprovado pelo Cliente","04-04-2022","14-04-2022","Os currículos enviados não atendem o que nós precisamos. Pedimos que, para próximas triagens, poderia nos enviar candidatos que residam em São Paulo (capital) ou adjacências? Pois, caso precisemos deles presencialmente, precisaria ser viável para eles a l","Ana Lívia Moreira"
"8910","Analista de Folha de Pagamento","","Heloisa Carvalho","35163","Entrevista com Cliente","06-04-2022","20-04-2022","","Emanuelly Vieira"
"8910","Analista de Folha de Pagamento","","Rafael Cavalcanti","35150","Inscrito","05-04-2022","","","Caroline Machado"
"8910","Analista de Folha de Pagamento","","Guilherme Caldeira","35123","Entrevista com Cliente","05-04-2022","20-04-2022","","Emanuelly Vieira"
"8910","Analista de Folha de Pagamento","","Vinicius Andrade","35118","Entrevista com Cliente","05-04-2022","20-04-2022","","Emanuelly Vieira"
"8910","Analista de Folha de Pagamento","","Calebe da Costa","35087","Entrevista com Cliente","05-04-2022","20-04-2022","","Emanuelly Vieira"
"8910","Analista de Folha de Pagamento","","Laura Sampaio","35057","Inscrito","04-04-2022","","","Caroline Machado"
"8910","Analista de Folha de Pagamento","","Henry Leão","35030","Em avaliação pelo RH","04-04-2022","04-04-2022","","Emanuelly Vieira"
"8910","Analista de Folha de Pagamento","","Yasmin Albuquerque","35023","Prospect","04-04-2022","04-04-2022","","Emanuelly Vieira"
"8910","Analista de Folha de Pagamento","","Otávio Leão","35006","Prospect","04-04-2022","04-04-2022","","Emanuelly Vieira"
"8910","Analista de Folha de Pagamento","","Emilly Cunha","34992","Em avaliação pelo RH","03-04-2022","04-04-2022","","Emanuelly Vieira"
"8910","Analista de Folha de Pagamento","","Srta. Aurora Oliveira","18711","Desistiu","04-04-2022","19-04-2022","Profissional já se recolocou no mercado de trabalho.","Emanuelly Vieira"
"8911","Java - Senior Developer","","Ana Luiza Sousa","35634","Encaminhado ao Requisitante","26-04-2022","27-04-2022","Encaminhado para - Pretensão 120,00/hora - Rate 165,00 - disponibilidade 2 semanas","Ana Lívia Moreira"
"8911","Java - Senior Developer","","Pietra da Mota","34325","Em avaliação pelo RH","22-04-2022","22-04-2022","em contato","Ana Lívia Moreira"
"8911","Java - Senior Developer","","Dr. Thiago da Rocha","22093","Inscrito","04-04-2022","","","Caroline Machado"
"8911","Java - Senior Developer","","Lunna Dias","20898","Não Aprovado pelo RH","11-04-2022","11-04-2022","Se recusou a fazer o curriculo em ingles .","Mariane Moreira"
"8911","Java - Senior Developer","","Sr. João Miguel Silva","20331","Encaminhado ao Requisitante","08-04-2022","08-04-2022","encaminhado para 120,00/hora","Ana Lívia Moreira"
"8912","Analista de RH Junior","","João Felipe Mendonça","35514","Encaminhado ao Requisitante","20-04-2022","20-04-2022","","Emilly Campos"
"8912","Analista de RH Junior","","Ian Carvalho","35513","Contratado pela Decision","20-04-2022","29-04-2022","","Emilly Campos"
"8912","Analista de RH Junior","","Antônio Nogueira","35512","Encaminhado ao Requisitante","20-04-2022","20-04-2022","","Emilly Campos"
"8912","Analista de RH Junior","","Eduarda Moraes","35511","Encaminhado ao Requisitante","20-04-2022","20-04-2022","","Emilly Campos"
"8912","Analista de RH Junior","","Mateus Garcia","35510","Encaminhado ao Requisitante","20-04-2022","20-04-2022","","Emilly Campos"
"8912","Analista de RH Junior","","Mariana Nogueira","35509","Aprovado","20-04-2022","29-04-2022","Em processo de admissão","Emilly Campos"
"8912","Analista de RH Junior","","Aylla Macedo","35508","Encaminhado ao Requisitante","20-04-2022","20-04-2022","","Emilly Campos"
"8912","Analista de RH Junior","","Gael Henrique Pires","35507","Contratado pela Decision","20-04-2022","29-04-2022","","Emilly Campos"
"8912","Analista de RH Junior","","Alícia da Mota","35346","Inscrito","11-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Mariana Almeida","35283","Prospect","08-04-2022","12-04-2022","","Luna Correia"
"8912","Analista de RH Junior","","Dr. Lucas Gabriel Pires","35201","Inscrito","07-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Dra. Maria Mendes","35200","Inscrito","07-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Sr. Paulo Ribeiro","35197","Inscrito","06-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Maria Vitória Oliveira","35194","Inscrito","06-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Théo Câmara","35193","Inscrito","06-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Thiago Pastor","35161","Prospect","06-04-2022","12-04-2022","","Luna Correia"
"8912","Analista de RH Junior","","Antonella Pacheco","35154","Inscrito","06-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Arthur Monteiro","35111","Inscrito","05-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Sr. Luan Pinto","35065","Inscrito","04-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Sra. Ana Clara Aragão","35054","Inscrito","04-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Léo Abreu","35044","Inscrito","04-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Dra. Ana Luiza Aragão","35017","Prospect","05-04-2022","05-04-2022","","Laura Pacheco"
"8912","Analista de RH Junior","","Lunna Carvalho","33773","Prospect","05-04-2022","12-04-2022","","Luna Correia"
"8912","Analista de RH Junior","","Enrico Machado","33711","Inscrito","07-04-2022","","","Caroline Machado"
"8912","Analista de RH Junior","","Theo Carvalho","30231","Inscrito","05-04-2022","","","Caroline Machado"
"8913","Consultor MDM/SAP Enterprise Portal – SR-146700","","Sra. Zoe Sales","35015","Encaminhado ao Requisitante","04-04-2022","06-04-2022","","Srta. Bella Ferreira"
"8914","Consultor SAP CS – SR - 154091","","Anthony Gabriel da Cruz","18864","Encaminhado ao Requisitante","05-04-2022","05-04-2022","","Yasmin da Rosa"
"8914","Consultor SAP CS – SR - 154091","","Joaquim Cirino","12959","Encaminhado ao Requisitante","05-04-2022","05-04-2022","","Yasmin da Rosa"
"8915","Desenvolvedor Senior","","Srta. Agatha da Conceição","33113","Encaminhado ao Requisitante","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Carolina Jesus","23622","Prospect","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Larissa Garcia","22532","Prospect","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Arthur Gabriel da Mata","22173","Encaminhado ao Requisitante","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Luiz Gustavo Fogaça","20845","Encaminhado ao Requisitante","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Manuella Borges","16918","Prospect","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Dra. Esther Casa Grande","16566","Desistiu","06-04-2022","06-04-2022","Candidato não tem interesse.","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Dra. Olívia Albuquerque","13771","Prospect","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Dom da Cruz","13721","Prospect","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Dra. Ana Júlia Campos","11857","Prospect","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Isaac Camargo","1474","Prospect","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8915","Desenvolvedor Senior","","Josué da Luz","864","Prospect","06-04-2022","06-04-2022","","Natália Cavalcanti"
"8916","Assistente Administrativo Senior - Latam - Replace Marcos Rafael Oliveira Pereira","","Dr. Luiz Miguel Borges","36311","Contratado pela Decision","20-05-2022","20-05-2022","","Sra. Joana Sousa"
"8917","Administrador Linux","","Sr. André Souza","35943","Encaminhado ao Requisitante","06-05-2022","06-05-2022","","Mariane Moreira"
"8917","Administrador Linux","","Luigi Monteiro","34308","Prospect","07-04-2022","07-04-2022","","Natália Cavalcanti"
"8917","Administrador Linux","","Sofia da Conceição","33491","Não Aprovado pelo Cliente","07-04-2022","02-05-2022","Vaga Presencial, necessário morar em São Paulo","Natália Cavalcanti"
"8917","Administrador Linux","","Valentina Nascimento","32459","Prospect","07-04-2022","07-04-2022","","Natália Cavalcanti"
"8917","Administrador Linux","","Dra. Alana Sousa","30393","Encaminhado ao Requisitante","07-04-2022","18-05-2022","Havia encaminhado o candidato, porém, esqueci de mudar o status. Candidato está em avaliação pelo cliente.","Natália Cavalcanti"
"8917","Administrador Linux","","Maria Cecília Cardoso","30069","Não Aprovado pelo Cliente","07-04-2022","02-05-2022","Vaga Presencial, necessário morar em São Paulo","Natália Cavalcanti"
"8917","Administrador Linux","","Sr. José Pedro Barbosa","28252","Prospect","07-04-2022","07-04-2022","","Natália Cavalcanti"
"8917","Administrador Linux","","Valentim Ferreira","27140","Prospect","07-04-2022","07-04-2022","","Natália Cavalcanti"
"8917","Administrador Linux","","Sr. Nicolas Gomes","25927","Prospect","07-04-2022","07-04-2022","","Natália Cavalcanti"
"8917","Administrador Linux","","Dra. Emanuella Rodrigues","25100","Não Aprovado pelo Cliente","07-04-2022","02-05-2022","Vaga Presencial, necessário morar em São Paulo","Natália Cavalcanti"
"8917","Administrador Linux","","Esther Lima","24369","Não Aprovado pelo Cliente","07-04-2022","02-05-2022","A vaga é para atuação presencial, o candidato só aceita vaga remota.","Natália Cavalcanti"
"8917","Administrador Linux","","Levi Costa","22939","Prospect","07-04-2022","07-04-2022","","Natália Cavalcanti"
"8917","Administrador Linux","","Sr. Josué Pacheco","22865","Prospect","07-04-2022","07-04-2022","","Natália Cavalcanti"
"8917","Administrador Linux","","Maya Andrade","19285","Prospect","02-05-2022","02-05-2022","","Natália Cavalcanti"
"8917","Administrador Linux","","Milena Ramos","1677","Inscrito","04-05-2022","","","Caroline Machado"
"8918","Administrador Windows","","Joana Ribeiro","35064","Em avaliação pelo RH","04-04-2022","06-04-2022","em contato","Ana Lívia Moreira"
"8918","Administrador Windows","","Sr. Cauê da Paz","33022","Prospect","08-04-2022","08-04-2022","","Natália Cavalcanti"
"8918","Administrador Windows","","Valentina Nascimento","32459","Não Aprovado pelo Cliente","08-04-2022","02-05-2022","Não atende necessidade da Vaga","Natália Cavalcanti"
"8918","Administrador Windows","","Levi Costa","22939","Não Aprovado pelo Cliente","08-04-2022","16-05-2022","Candidato não reside em SP. Vaga presencial.","Natália Cavalcanti"
"8919","Oracle - EBS R12 MFG","","Isis Aragão","36811","Prospect","09-06-2022","09-06-2022","","Emanuelly Vieira"
"8919","Oracle - EBS R12 MFG","","Ágatha Nascimento","36796","Encaminhado ao Requisitante","09-06-2022","09-06-2022","","Emanuelly Vieira"
